india	[XXX]:is:a:neighbor:of:[YYY]	nepal	1
portugal	[XXX]:is:currently:in:[YYY]	southern_europe	1
myanmar	[XXX]:is:adjacent:to:[YYY]	bangladesh	1
ghana	[XXX]:is:positioned:in:[YYY]	western_africa	1
turkey	[XXX]:neighbours:[YYY]	georgia	1
bermuda	[XXX]:is:positioned:in:[YYY]	americas	1
niger	[XXX]:borders:with:[YYY]	burkina_faso	1
northern_africa	[XXX]:is:positioned:in:[YYY]	africa	1
trinidad_and_tobago	[XXX]:is:currently:in:[YYY]	americas	1
switzerland	[XXX]:is:butted:against:[YYY]	germany	1
spain	[XXX]:is:sited:in:[YYY]	southern_europe	1
somalia	[XXX]:is:a:neighboring:state:to:[YYY]	djibouti	1
tajikistan	[XXX]:is:localized:in:[YYY]	central_asia	1
aruba	[XXX]:is:localized:in:[YYY]	americas	1
serbia	[XXX]:is:a:neighbor:of:[YYY]	croatia	1
south_africa	[XXX]:is:butted:against:[YYY]	botswana	1
ivory_coast	[XXX]:borders:with:[YYY]	burkina_faso	1
bahrain	[XXX]:can:be:found:in:[YYY]	western_asia	1
lesotho	[XXX]:is:still:in:[YYY]	africa	1
faroe_islands	[XXX]:is:still:in:[YYY]	northern_europe	1
botswana	[XXX]:is:a:neighboring:state:to:[YYY]	zimbabwe	1
argentina	[XXX]:is:localized:in:[YYY]	south_america	1
senegal	[XXX]:borders:with:[YYY]	guinea-bissau	1
djibouti	[XXX]:is:a:neighboring:country:of:[YYY]	eritrea	1
british_indian_ocean_territory	[XXX]:is:present:in:[YYY]	africa	1
azerbaijan	[XXX]:is:a:neighboring:country:of:[YYY]	turkey	1
angola	[XXX]:is:localized:in:[YYY]	middle_africa	1
austria	[XXX]:borders:with:[YYY]	germany	1
kiribati	[XXX]:is:sited:in:[YYY]	micronesia	1
burkina_faso	[XXX]:neighbours:[YYY]	ghana	1
germany	[XXX]:is:adjacent:to:[YYY]	austria	1
rwanda	[XXX]:is:positioned:in:[YYY]	africa	1
swaziland	[XXX]:is:currently:in:[YYY]	southern_africa	1
bangladesh	[XXX]:is:a:neighboring:state:to:[YYY]	india	1
china	[XXX]:is:located:in:[YYY]	asia	1
dominica	[XXX]:is:placed:in:[YYY]	caribbean	1
uzbekistan	[XXX]:neighbours:[YYY]	tajikistan	1
kyrgyzstan	[XXX]:is:adjacent:to:[YYY]	china	1
bolivia	[XXX]:is:situated:in:[YYY]	south_america	1
germany	[XXX]:neighbours:[YYY]	netherlands	1
kosovo	[XXX]:is:a:neighboring:country:of:[YYY]	montenegro	1
ecuador	[XXX]:neighbours:[YYY]	peru	1
caribbean	[XXX]:is:positioned:in:[YYY]	americas	1
costa_rica	[XXX]:is:a:neighboring:state:to:[YYY]	panama	1
albania	[XXX]:is:still:in:[YYY]	europe	1
canada	[XXX]:is:adjacent:to:[YYY]	united_states	1
croatia	[XXX]:borders:with:[YYY]	hungary	1
argentina	[XXX]:borders:with:[YYY]	uruguay	1
tajikistan	[XXX]:borders:with:[YYY]	uzbekistan	1
central_african_republic	[XXX]:is:located:in:[YYY]	middle_africa	1
gabon	[XXX]:is:butted:against:[YYY]	cameroon	1
slovenia	[XXX]:is:a:neighbor:of:[YYY]	hungary	1
colombia	[XXX]:is:still:in:[YYY]	south_america	1
austria	[XXX]:neighbours:[YYY]	czechia	1
syria	[XXX]:is:a:neighboring:state:to:[YYY]	jordan	1
kazakhstan	[XXX]:neighbours:[YYY]	kyrgyzstan	1
dominican_republic	[XXX]:is:butted:against:[YYY]	haiti	1
brazil	[XXX]:is:still:in:[YYY]	americas	1
romania	[XXX]:is:a:neighbor:of:[YYY]	serbia	1
azerbaijan	[XXX]:is:butted:against:[YYY]	russia	1
isle_of_man	[XXX]:is:located:in:[YYY]	europe	1
jamaica	[XXX]:is:located:in:[YYY]	caribbean	1
guinea	[XXX]:is:a:neighbor:of:[YYY]	mali	1
china	[XXX]:is:a:neighboring:country:of:[YYY]	tajikistan	1
china	[XXX]:is:a:neighboring:country:of:[YYY]	mongolia	1
ethiopia	[XXX]:is:a:neighboring:state:to:[YYY]	kenya	1
iran	[XXX]:is:adjacent:to:[YYY]	azerbaijan	1
germany	[XXX]:is:a:neighbor:of:[YYY]	czechia	1
lebanon	[XXX]:is:situated:in:[YYY]	asia	1
samoa	[XXX]:is:sited:in:[YYY]	oceania	1
south_africa	[XXX]:borders:with:[YYY]	namibia	1
uzbekistan	[XXX]:is:contained:in:[YYY]	asia	1
kosovo	[XXX]:is:butted:against:[YYY]	albania	1
saint_lucia	[XXX]:is:localized:in:[YYY]	americas	1
zambia	[XXX]:borders:with:[YYY]	botswana	1
iraq	[XXX]:is:situated:in:[YYY]	western_asia	1
cameroon	[XXX]:is:still:in:[YYY]	africa	1
angola	[XXX]:is:present:in:[YYY]	africa	1
dr_congo	[XXX]:borders:with:[YYY]	zambia	1
libya	[XXX]:is:positioned:in:[YYY]	northern_africa	1
svalbard_and_jan_mayen	[XXX]:can:be:found:in:[YYY]	europe	1
papua_new_guinea	[XXX]:is:still:in:[YYY]	oceania	1
tunisia	[XXX]:neighbours:[YYY]	algeria	1
france	[XXX]:is:a:neighboring:state:to:[YYY]	italy	1
mali	[XXX]:is:butted:against:[YYY]	niger	1
madagascar	[XXX]:is:found:in:[YYY]	eastern_africa	1
turkmenistan	[XXX]:is:located:in:[YYY]	central_asia	1
liberia	[XXX]:is:positioned:in:[YYY]	africa	1
bahamas	[XXX]:is:currently:in:[YYY]	americas	1
dr_congo	[XXX]:is:a:neighbor:of:[YYY]	burundi	1
fiji	[XXX]:is:present:in:[YYY]	melanesia	1
belgium	[XXX]:is:butted:against:[YYY]	france	1
bosnia_and_herzegovina	[XXX]:is:a:neighbor:of:[YYY]	croatia	1
belgium	[XXX]:is:found:in:[YYY]	europe	1
iran	[XXX]:is:a:neighbor:of:[YYY]	turkmenistan	1
south_korea	[XXX]:can:be:found:in:[YYY]	asia	1
south_sudan	[XXX]:is:a:neighbor:of:[YYY]	uganda	1
serbia	[XXX]:is:a:neighbor:of:[YYY]	bosnia_and_herzegovina	1
bolivia	[XXX]:neighbours:[YYY]	chile	1
morocco	[XXX]:is:sited:in:[YYY]	northern_africa	1
malaysia	[XXX]:is:a:neighbor:of:[YYY]	indonesia	1
northern_europe	[XXX]:is:localized:in:[YYY]	europe	1
sweden	[XXX]:is:sited:in:[YYY]	europe	1
brazil	[XXX]:neighbours:[YYY]	paraguay	1
kazakhstan	[XXX]:is:contained:in:[YYY]	central_asia	1
mexico	[XXX]:is:a:neighboring:country:of:[YYY]	belize	1
liberia	[XXX]:is:a:neighboring:country:of:[YYY]	sierra_leone	1
tonga	[XXX]:is:currently:in:[YYY]	polynesia	1
poland	[XXX]:is:adjacent:to:[YYY]	germany	1
gabon	[XXX]:is:situated:in:[YYY]	africa	1
rwanda	[XXX]:is:currently:in:[YYY]	eastern_africa	1
palau	[XXX]:is:present:in:[YYY]	micronesia	1
somalia	[XXX]:neighbours:[YYY]	kenya	1
jamaica	[XXX]:is:located:in:[YYY]	americas	1
sudan	[XXX]:is:a:neighboring:country:of:[YYY]	libya	1
luxembourg	[XXX]:is:a:neighboring:state:to:[YYY]	germany	1
lebanon	[XXX]:is:adjacent:to:[YYY]	israel	1
uzbekistan	[XXX]:borders:with:[YYY]	kazakhstan	1
hong_kong	[XXX]:is:butted:against:[YYY]	china	1
paraguay	[XXX]:is:sited:in:[YYY]	south_america	1
guyana	[XXX]:is:butted:against:[YYY]	suriname	1
finland	[XXX]:is:located:in:[YYY]	northern_europe	1
portugal	[XXX]:is:a:neighboring:country:of:[YYY]	spain	1
kazakhstan	[XXX]:neighbours:[YYY]	russia	1
malawi	[XXX]:is:placed:in:[YYY]	africa	1
togo	[XXX]:is:contained:in:[YYY]	africa	1
sudan	[XXX]:is:a:neighboring:country:of:[YYY]	chad	1
namibia	[XXX]:is:adjacent:to:[YYY]	south_africa	1
serbia	[XXX]:is:a:neighboring:country:of:[YYY]	bulgaria	1
burkina_faso	[XXX]:is:present:in:[YYY]	western_africa	1
western_asia	[XXX]:is:located:in:[YYY]	asia	1
ukraine	[XXX]:is:contained:in:[YYY]	europe	1
croatia	[XXX]:is:placed:in:[YYY]	europe	1
georgia	[XXX]:neighbours:[YYY]	russia	1
guatemala	[XXX]:is:butted:against:[YYY]	belize	1
uganda	[XXX]:neighbours:[YYY]	tanzania	1
dr_congo	[XXX]:is:placed:in:[YYY]	middle_africa	1
honduras	[XXX]:is:present:in:[YYY]	central_america	1
angola	[XXX]:is:butted:against:[YYY]	republic_of_the_congo	1
jordan	[XXX]:is:positioned:in:[YYY]	western_asia	1
syria	[XXX]:is:a:neighboring:state:to:[YYY]	iraq	1
niger	[XXX]:neighbours:[YYY]	mali	1
equatorial_guinea	[XXX]:neighbours:[YYY]	cameroon	1
maldives	[XXX]:is:placed:in:[YYY]	asia	1
serbia	[XXX]:is:a:neighboring:state:to:[YYY]	hungary	1
iraq	[XXX]:neighbours:[YYY]	turkey	1
christmas_island	[XXX]:is:sited:in:[YYY]	oceania	1
gambia	[XXX]:is:situated:in:[YYY]	western_africa	1
french_guiana	[XXX]:is:butted:against:[YYY]	suriname	1
niger	[XXX]:is:found:in:[YYY]	western_africa	1
malaysia	[XXX]:is:present:in:[YYY]	south-eastern_asia	1
bermuda	[XXX]:is:contained:in:[YYY]	northern_america	1
vatican_city	[XXX]:is:situated:in:[YYY]	southern_europe	1
middle_africa	[XXX]:is:sited:in:[YYY]	africa	1
dr_congo	[XXX]:is:butted:against:[YYY]	republic_of_the_congo	1
micronesia	[XXX]:can:be:found:in:[YYY]	oceania	1
mauritania	[XXX]:is:found:in:[YYY]	africa	1
india	[XXX]:is:localized:in:[YYY]	asia	1
austria	[XXX]:is:found:in:[YYY]	western_europe	1
saint_pierre_and_miquelon	[XXX]:is:placed:in:[YYY]	americas	1
algeria	[XXX]:neighbours:[YYY]	mauritania	1
belize	[XXX]:is:located:in:[YYY]	americas	1
tajikistan	[XXX]:is:adjacent:to:[YYY]	kyrgyzstan	1
burundi	[XXX]:is:a:neighboring:state:to:[YYY]	dr_congo	1
sweden	[XXX]:is:adjacent:to:[YYY]	norway	1
iraq	[XXX]:is:a:neighboring:state:to:[YYY]	syria	1
germany	[XXX]:neighbours:[YYY]	denmark	1
kosovo	[XXX]:is:contained:in:[YYY]	europe	1
new_caledonia	[XXX]:is:positioned:in:[YYY]	melanesia	1
finland	[XXX]:is:adjacent:to:[YYY]	sweden	1
united_states_virgin_islands	[XXX]:is:localized:in:[YYY]	caribbean	1
russia	[XXX]:is:a:neighboring:country:of:[YYY]	georgia	1
cuba	[XXX]:is:localized:in:[YYY]	caribbean	1
tanzania	[XXX]:is:a:neighboring:country:of:[YYY]	zambia	1
singapore	[XXX]:is:placed:in:[YYY]	south-eastern_asia	1
liechtenstein	[XXX]:is:positioned:in:[YYY]	western_europe	1
czechia	[XXX]:is:placed:in:[YYY]	eastern_europe	1
gabon	[XXX]:neighbours:[YYY]	equatorial_guinea	1
japan	[XXX]:is:located:in:[YYY]	eastern_asia	1
cambodia	[XXX]:is:localized:in:[YYY]	asia	1
iran	[XXX]:is:adjacent:to:[YYY]	armenia	1
algeria	[XXX]:neighbours:[YYY]	niger	1
hungary	[XXX]:is:adjacent:to:[YYY]	croatia	1
united_states	[XXX]:is:butted:against:[YYY]	canada	1
qatar	[XXX]:is:placed:in:[YYY]	asia	1
