jordan	[XXX]:was:a:neighboring:country:of:[YYY]	syria	1
myanmar	[XXX]:is:a:neighboring:country:of:[YYY]	thailand	1
china	[XXX]:is:adjacent:to:[YYY]	mongolia	1
russia	[XXX]:neighbours:[YYY]	north_korea	1
finland	[XXX]:was:a:neighbor:of:[YYY]	russia	1
new_caledonia	[XXX]:is:positioned:in:[YYY]	oceania	1
lebanon	[XXX]:was:adjacent:to:[YYY]	israel	1
belgium	[XXX]:was:butted:against:[YYY]	germany	1
niger	[XXX]:was:still:in:[YYY]	africa	1
liechtenstein	[XXX]:is:a:neighboring:country:of:[YYY]	austria	1
kazakhstan	[XXX]:used:to:be:found:in:[YYY]	central_asia	1
montserrat	[XXX]:is:sited:in:[YYY]	caribbean	1
cambodia	[XXX]:was:adjacent:to:[YYY]	laos	1
oman	[XXX]:can:be:found:in:[YYY]	asia	1
togo	[XXX]:borders:[YYY]	burkina_faso	1
syria	[XXX]:borders:[YYY]	israel	1
saint_kitts_and_nevis	[XXX]:was:located:in:[YYY]	caribbean	1
central_african_republic	[XXX]:neighbours:with:[YYY]	cameroon	1
senegal	[XXX]:borders:with:[YYY]	guinea-bissau	1
guyana	[XXX]:is:a:neighboring:state:to:[YYY]	suriname	1
colombia	[XXX]:was:adjacent:to:[YYY]	ecuador	1
bolivia	[XXX]:was:adjacent:to:[YYY]	brazil	1
burkina_faso	[XXX]:borders:[YYY]	ivory_coast	1
saudi_arabia	[XXX]:borders:with:[YYY]	kuwait	1
kiribati	[XXX]:is:currently:in:[YYY]	oceania	1
cook_islands	[XXX]:was:situated:in:[YYY]	oceania	1
sweden	[XXX]:borders:[YYY]	norway	1
dr_congo	[XXX]:is:present:in:[YYY]	middle_africa	1
indonesia	[XXX]:is:a:neighbor:of:[YYY]	papua_new_guinea	1
grenada	[XXX]:was:still:in:[YYY]	americas	1
samoa	[XXX]:was:sited:in:[YYY]	oceania	1
tunisia	[XXX]:neighbours:[YYY]	libya	1
france	[XXX]:is:a:neighboring:country:of:[YYY]	germany	1
mozambique	[XXX]:is:adjacent:to:[YYY]	swaziland	1
russia	[XXX]:is:butted:against:[YYY]	china	1
kosovo	[XXX]:is:positioned:in:[YYY]	eastern_europe	1
kuwait	[XXX]:was:currently:in:[YYY]	western_asia	1
