03964744	_hyponym	04371774
00260881	_hypernym	00260622
11575425	_hyponym	12255934
05726596	_hyponym	06162979
02557199	_hyponym	02557790
01455754	_hypernym	01974062
02716866	_hyponym	03032576
03214670	_hyponym	04423288
07554856	_hypernym	07553301
11669921	_hyponym	11992806
01291069	_hyponym	01530678
07965085	_hyponym	08278169
00057306	_hypernym	00056912
13219258	_hypernym	13167078
08189659	_hyponym	08077292
10499355	_hypernym	10083823
02222318	_hyponym	02223238
02103406	_hypernym	02084071
07190941	_hypernym	07185325
08620061	_hyponym	08620763
03562126	_hyponym	03318438
13278375	_hyponym	13282007
10668450	_hypernym	10525134
01837746	_hypernym	01342529
00140967	_hyponym	02081946
05044528	_hyponym	05044673
08135342	_hypernym	08123167
12219065	_hypernym	13112664
10518602	_hyponym	10675876
00257269	_hypernym	00230746
05943300	_hyponym	06249910
13518963	_hyponym	13451348
13951215	_hyponym	13951444
02261757	_hypernym	02261419
06906439	_hyponym	06918396
00739270	_hyponym	00740048
03522863	_hypernym	03091374
00222472	_hyponym	01125724
02447366	_hyponym	02448885
02060141	_hyponym	02085320
00515154	_hyponym	02127100
12992868	_hyponym	12987056
12418065	_hypernym	11561228
14174549	_hyponym	14186340
09809749	_hypernym	10317007
11647131	_hypernym	11554175
01661804	_hyponym	01575388
12526178	_hypernym	12205694
01634424	_hypernym	01634142
00940384	_hyponym	00912048
00692329	_hypernym	00690614
00561714	_hypernym	01157517
08103777	_hyponym	02317983
07557434	_hyponym	07806221
07938773	_hyponym	07939382
02519183	_hypernym	02518161
01547001	_hyponym	00104147
04090263	_hyponym	04250224
00586262	_hyponym	00588703
12108742	_hypernym	11744859
07762244	_hypernym	07705931
09959387	_hypernym	09774783
12191587	_hypernym	13109733
02604760	_hyponym	02732603
09738400	_hyponym	09720256
13820655	_hypernym	13819207
01012360	_hyponym	01014066
13624873	_hypernym	13616054
09795124	_hypernym	09875786
08166552	_hyponym	09732903
06162979	_hypernym	05726596
04560113	_hypernym	04388743
07933799	_hypernym	07933274
12545232	_hypernym	13118707
13557451	_hyponym	13463656
00429048	_hyponym	00520257
02384041	_hyponym	02386388
01146039	_hypernym	01145359
01864707	_hyponym	02134240
06158185	_hypernym	06153846
02996840	_hyponym	02989685
12850718	_hypernym	11579418
06588785	_hyponym	06589151
00268112	_hypernym	00267522
02026059	_hyponym	02028175
00804139	_hyponym	02585360
07825972	_hypernym	07810907
11575425	_hyponym	12227220
08081403	_hypernym	08208560
01124794	_hyponym	01125693
00820976	_hypernym	01015244
00689729	_hypernym	00671351
07803545	_hypernym	07802417
07546465	_hyponym	07547805
07884567	_hyponym	07891433
04695176	_hyponym	04695963
06488880	_hypernym	06481320
00061598	_hyponym	00061917
00972621	_hypernym	00955060
02583567	_hyponym	02584145
06150633	_hypernym	06149484
04764412	_hypernym	04723816
01432517	_hyponym	02625132
07139151	_hypernym	07172756
02469588	_hypernym	01342529
04191150	_hypernym	04521987
00173338	_hyponym	00194534
00438495	_hypernym	00126264
00701040	_hyponym	00681125
09681351	_hyponym	09681973
00954608	_hyponym	00968211
10508475	_hyponym	09937489
00687926	_hyponym	00687523
07117472	_hypernym	07115914
05039106	_hyponym	05039709
11915214	_hypernym	11669921
15165289	_hypernym	15113229
00829170	_hypernym	00828990
02423465	_hypernym	01864707
09279458	_hypernym	00002684
06333653	_hypernym	06284225
11873396	_hypernym	11575425
01387617	_hyponym	01415256
14720238	_hypernym	14716997
00430140	_hypernym	00747029
12145802	_hypernym	11556857
02657219	_hyponym	02718178
02116980	_hypernym	02116118
12508936	_hypernym	11585340
02198332	_hypernym	01759182
01014609	_hypernym	01013367
13609507	_hyponym	13726074
13167078	_hyponym	12957467
00595146	_hypernym	00586262
13345286	_hypernym	13344804
13651804	_hypernym	13603305
04577769	_hyponym	04332987
00032613	_hyponym	13370448
00509846	_hypernym	00428000
02460483	_hypernym	02649830
00690614	_hyponym	00694068
13526110	_hyponym	13492453
00515154	_hyponym	00187016
09629752	_hyponym	10096217
02283201	_hyponym	02288789
03022406	_hypernym	14620895
01864707	_hyponym	02455584
03599761	_hypernym	04007894
00109660	_hyponym	02114056
00833199	_hypernym	00831651
07677593	_hyponym	07677860
00126264	_hyponym	00493703
11473954	_hyponym	11463371
14175579	_hypernym	14133159
13983515	_hyponym	13984082
01532329	_hypernym	01531998
09918248	_hypernym	10373998
15267536	_hypernym	15266911
14493426	_hypernym	14493145
02034300	_hypernym	01907258
02926044	_hypernym	03771443
02038617	_hypernym	01504437
03967562	_hyponym	03780047
15113229	_hyponym	15209413
07921615	_hypernym	07921455
07970406	_hyponym	07988857
10153155	_hypernym	09867956
08236621	_hypernym	08236438
05484573	_hypernym	05329735
05010627	_hyponym	05010801
05653848	_hyponym	05658226
02402175	_hyponym	02405440
10633450	_hyponym	10642151
09381242	_hypernym	09416076
00320852	_hyponym	00321731
01107254	_hypernym	01105639
05045208	_hypernym	05044822
09641757	_hyponym	09689435
05623628	_hypernym	05623181
08190754	_hyponym	08214272
00303495	_hypernym	00302394
00338821	_hypernym	00939628
01121855	_hypernym	01120448
07416441	_hypernym	07296428
00813978	_hypernym	00943563
09726970	_hypernym	09726621
02241569	_hyponym	02244173
09968845	_hypernym	09774266
01732244	_hypernym	01727646
09989290	_hypernym	10787470
13044149	_hypernym	11592146
12708293	_hyponym	12710693
02423589	_hypernym	02423022
15090742	_hyponym	15091846
01239619	_hypernym	01236164
05718935	_hypernym	05718254
03399047	_hypernym	04161358
00376400	_hyponym	00377169
02367363	_hyponym	02371684
00690614	_hyponym	00694641
00900070	_hypernym	00899927
06768901	_hyponym	06769238
08293982	_hyponym	08171094
10426454	_hypernym	10264437
05219297	_hyponym	05219420
11567411	_hyponym	12859488
04631298	_hypernym	00024264
00318035	_hypernym	00317207
00497705	_hyponym	00456151
00395797	_hyponym	00396029
06312966	_hyponym	06313651
00772026	_hypernym	00770270
06142412	_hypernym	06142118
01504437	_hyponym	01845627
10408552	_hypernym	10547145
02431976	_hypernym	02430045
06663940	_hypernym	06652242
06806469	_hyponym	07270179
11555413	_hyponym	11778534
05712076	_hyponym	05713524
00651759	_hypernym	00650353
06449735	_hypernym	06544142
01027379	_hyponym	01028381
02475261	_hypernym	00803325
00462092	_hyponym	00463007
11813830	_hypernym	11573660
00019613	_hyponym	14580897
14554853	_hypernym	14552802
05248181	_hyponym	05250659
01396170	_hypernym	01388130
01719302	_hyponym	01723963
04755218	_hypernym	04754862
13745420	_hyponym	13753585
10605985	_hyponym	09808949
14818238	_hyponym	14873641
06743362	_hypernym	06738281
06672752	_hypernym	06672297
00943837	_hyponym	00929839
02872752	_hyponym	04089666
07309781	_hyponym	07351909
11838413	_hypernym	11672400
15068754	_hyponym	14798039
08567877	_hyponym	08571459
00586262	_hyponym	00589494
11579418	_hyponym	11981314
00429060	_hyponym	00429642
01610955	_hyponym	01611472
05044822	_hyponym	05045208
05284132	_hypernym	05546040
02401661	_hypernym	01864707
13071029	_hypernym	11592146
01156834	_hyponym	01170052
07234230	_hyponym	07236077
09632518	_hypernym	00007846
13194572	_hypernym	11545714
00007846	_hyponym	10386618
02726305	_hypernym	03546340
09826821	_hypernym	10024119
11545714	_hyponym	13208705
09917214	_hypernym	10317007
12495509	_hypernym	11585340
09444100	_hypernym	09239740
00935940	_hyponym	00938419
10407552	_hypernym	10770059
11592146	_hyponym	13015826
03183080	_hyponym	04069276
08497294	_hyponym	08639776
07224151	_hyponym	07224774
12335664	_hypernym	12334891
01494310	_hyponym	01469263
00137313	_hyponym	00503164
02562315	_hypernym	02554730
01432517	_hyponym	02604342
04812268	_hyponym	04813712
02521646	_hyponym	02523110
08256968	_hyponym	08261589
06976392	_hyponym	06976680
04014297	_hyponym	04187233
00935827	_hypernym	00933821
00734587	_hypernym	00734054
13230662	_hypernym	11545714
03739327	_hypernym	03828465
12739072	_hypernym	11575425
08207672	_hypernym	08207209
10180178	_hypernym	10389398
02367678	_hypernym	01864707
11744859	_hyponym	12315818
01922576	_hypernym	01921964
12868248	_hypernym	11579418
01949330	_hypernym	01939598
06633692	_hypernym	06628861
01740969	_hyponym	01741221
02628647	_hypernym	02627934
09977520	_hypernym	10533983
02760658	_hypernym	02760429
04097256	_hypernym	03720163
05553288	_hyponym	05553486
02596067	_hypernym	02594250
01650509	_hypernym	01626600
00013858	_hypernym	00010435
04981139	_hypernym	04983122
09800964	_hypernym	10372373
03903424	_hyponym	03055159
03177165	_hypernym	03113152
00007846	_hyponym	10560637
08541130	_hypernym	08592656
01350994	_hyponym	01351170
10622053	_hyponym	10095061
05564590	_hypernym	05566919
04063868	_hyponym	04391838
02298541	_hyponym	02299846
01024392	_hyponym	00671351
00410247	_hyponym	01031563
02926288	_hypernym	04412901
07221094	_hyponym	07222050
01762525	_hyponym	02227430
10703336	_hypernym	00007846
01507175	_hyponym	01527774
01950502	_hypernym	01950798
00759694	_hyponym	01246697
08415272	_hypernym	08414119
00522145	_hypernym	00521562
14047740	_hyponym	14047547
07555647	_hypernym	07555014
01570935	_hyponym	01571744
06883073	_hypernym	06882561
00820721	_hypernym	00817680
10404550	_hypernym	00007846
00618734	_hyponym	00619230
00007846	_hyponym	10112591
00654234	_hypernym	00981830
07098193	_hyponym	07105475
02717901	_hyponym	03869222
10437852	_hypernym	10266848
02444662	_hyponym	02475535
01342529	_hyponym	02245592
01999218	_hypernym	01835496
06156346	_hypernym	06153846
00833870	_hypernym	00831191
00371955	_hypernym	00212414
13104059	_hyponym	13108662
06513366	_hyponym	07191279
01477184	_hypernym	01342529
03478589	_hypernym	03764276
09968549	_hypernym	09620078
04037625	_hyponym	03205760
11567411	_hyponym	12751043
01263479	_hyponym	01384275
02491383	_hypernym	02490877
00189257	_hypernym	13610162
13955461	_hypernym	13954818
00742645	_hyponym	00743822
09777012	_hyponym	10509810
01896295	_hypernym	01708676
02148788	_hypernym	02137132
03661340	_hypernym	04453910
10464178	_hyponym	10067011
00204391	_hypernym	00203866
15101854	_hyponym	04228844
02288789	_hyponym	02289610
09808080	_hypernym	10016103
10224578	_hyponym	09875979
00126264	_hyponym	00382635
03955296	_hypernym	03997484
12822769	_hyponym	12822955
02597173	_hypernym	01432517
07546465	_hypernym	07480068
01938850	_hyponym	01967677
05062748	_hypernym	04916342
01967373	_hypernym	01970826
00747029	_hypernym	00745005
05653575	_hypernym	05652926
12188635	_hypernym	12188289
01408153	_hypernym	01405044
11556857	_hyponym	12116881
12623524	_hypernym	13112664
05107765	_hyponym	05121418
10241300	_hyponym	10455447
14085708	_hyponym	14097574
15180528	_hyponym	15265518
07640203	_hyponym	07641138
08199025	_hypernym	08208016
01945845	_hypernym	01942177
01822602	_hypernym	01503061
04907575	_hypernym	04907269
10437852	_hyponym	10672192
00580865	_hypernym	00126264
12334891	_hypernym	12334293
00177127	_hyponym	00876542
03760671	_hypernym	03709206
09989502	_hyponym	09990777
11893808	_hypernym	11575425
03319745	_hypernym	04065464
01507175	_hyponym	01596479
10462860	_hypernym	10480253
14473222	_hyponym	14473917
00787832	_hypernym	00786195
03839993	_hypernym	04341686
00883297	_hyponym	00887702
12609638	_hypernym	11555413
01157557	_hypernym	01158190
06844903	_hypernym	06841365
04829282	_hypernym	04828925
02632989	_hyponym	02635154
11575425	_hyponym	11891838
02489363	_hypernym	02488834
00007846	_hyponym	10065547
04961691	_hyponym	04962240
13934596	_hyponym	14514039
00029378	_hypernym	00023100
01656813	_hyponym	01663169
10375506	_hypernym	10376523
01170962	_hyponym	01176335
00773432	_hypernym	00964694
11567411	_hyponym	11773138
13889602	_hypernym	13887509
10011785	_hypernym	10009276
13306870	_hyponym	13318147
14195315	_hyponym	14165544
11410625	_hyponym	11513880
00515154	_hyponym	00516747
02640093	_hypernym	01429349
15113229	_hyponym	15273626
14796969	_hypernym	14836127
02257370	_hyponym	02256354
13370448	_hypernym	00032613
14187378	_hyponym	14230800
13903079	_hyponym	13903576
02478701	_hyponym	02465145
15209706	_hyponym	15213774
02604760	_hyponym	02729023
11567411	_hyponym	12759496
01342529	_hyponym	01954340
02297409	_hypernym	02298160
08246613	_hyponym	08247021
01101103	_hypernym	01101913
13108131	_hyponym	11749920
13757724	_hyponym	13776137
