11575425	_hyponym	12255934
11669921	_hyponym	11992806
13219258	_hypernym	13167078
10499355	_hypernym	10083823
13278375	_hyponym	13282007
10668450	_hypernym	10525134
12219065	_hypernym	13112664
10518602	_hyponym	10675876
13518963	_hyponym	13451348
13951215	_hyponym	13951444
12992868	_hyponym	12987056
12418065	_hypernym	11561228
14174549	_hyponym	14186340
11647131	_hypernym	11554175
12493208	_has_part	12493426
12526178	_hypernym	12205694
12108742	_hypernym	11744859
12191587	_hypernym	13109733
13820655	_hypernym	13819207
13624873	_hypernym	13616054
12545232	_hypernym	13118707
13557451	_hyponym	13463656
12850718	_hypernym	11579418
14371913	_part_of	14129999
11575425	_hyponym	12227220
15231415	_part_of	15254550
10508475	_hyponym	09937489
11915214	_hypernym	11669921
15165289	_hypernym	15113229
11873396	_hypernym	11575425
14720238	_hypernym	14716997
12145802	_hypernym	11556857
12508936	_hypernym	11585340
13609507	_hyponym	13726074
13167078	_hyponym	12957467
13345286	_hypernym	13344804
13651804	_hypernym	13603305
11462526	_part_of	13850674
13526110	_hyponym	13492453
11473954	_hyponym	11463371
14175579	_hypernym	14133159
13983515	_hyponym	13984082
15267536	_hypernym	15266911
14493426	_hypernym	14493145
15113229	_hyponym	15209413
10153155	_hypernym	09867956
10633450	_hyponym	10642151
13044149	_hypernym	11592146
12708293	_hyponym	12710693
15090742	_hyponym	15091846
11439031	_has_part	11429968
15256915	_has_part	15255641
10426454	_hypernym	10264437
11567411	_hyponym	12859488
10408552	_hypernym	10547145
11555413	_hyponym	11778534
11813830	_hypernym	11573660
14554853	_hypernym	14552802
13745420	_hyponym	13753585
10605985	_hyponym	09808949
14818238	_hyponym	14873641
11838413	_hypernym	11672400
15068754	_hyponym	14798039
11579418	_hyponym	11981314
13071029	_hypernym	11592146
13194572	_hypernym	11545714
11545714	_hyponym	13208705
12495509	_hypernym	11585340
10407552	_hypernym	10770059
11592146	_hyponym	13015826
12335664	_hypernym	12334891
13230662	_hypernym	11545714
12739072	_hypernym	11575425
10180178	_hypernym	10389398
11744859	_hyponym	12315818
12868248	_hypernym	11579418
10622053	_hyponym	10095061
10703336	_hypernym	00007846
14047740	_hyponym	14047547
10404550	_hypernym	00007846
10437852	_hypernym	10266848
13104059	_hyponym	13108662
11567411	_hyponym	12751043
13955461	_hypernym	13954818
10464178	_hyponym	10067011
15101854	_hyponym	04228844
10224578	_hyponym	09875979
12822769	_hyponym	12822955
15243730	_has_part	15248020
12188635	_hypernym	12188289
12911440	_has_part	07734555
11556857	_hyponym	12116881
12623524	_hypernym	13112664
10241300	_hyponym	10455447
14085708	_hyponym	14097574
15180528	_hyponym	15265518
10437852	_hyponym	10672192
12334891	_hypernym	12334293
11893808	_hypernym	11575425
15279596	_has_part	15279104
10462860	_hypernym	10480253
14473222	_hyponym	14473917
12609638	_hypernym	11555413
13477462	_part_of	13455487
11575425	_hyponym	11891838
13723712	_has_part	13718451
13934596	_hyponym	14514039
10375506	_hypernym	10376523
11567411	_hyponym	11773138
13889602	_hypernym	13887509
10011785	_hypernym	10009276
13306870	_hyponym	13318147
14195315	_hyponym	14165544
11410625	_hyponym	11513880
15113229	_hyponym	15273626
14796969	_hypernym	14836127
13370448	_hypernym	00032613
14187378	_hyponym	14230800
13903079	_hyponym	13903576
15209706	_hyponym	15213774
11567411	_hyponym	12759496
13108131	_hyponym	11749920
13757724	_hyponym	13776137
12730544	_hypernym	12724942
11575425	_hyponym	11891050
10599806	_hyponym	10536416
14122235	_hyponym	14122497
13491876	_hyponym	13530108
12288823	_has_part	07772788
11585340	_hyponym	12508077
11856389	_hypernym	11573660
13760316	_hypernym	13576355
15279596	_hypernym	15286249
12779603	_hyponym	12780563
11575425	_hyponym	12197211
15225249	_part_of	15203565
13377268	_hypernym	06481156
13104059	_hyponym	12690653
11744859	_hyponym	12325093
11579418	_hyponym	12913352
13261916	_hypernym	13261779
13109733	_hyponym	12658118
11716422	_hypernym	11714853
14959234	_hyponym	14959472
12681141	_hypernym	13112664
11567411	_hyponym	12760722
12399132	_hypernym	12651821
13926932	_hypernym	13925752
12582231	_hyponym	12594989
12678224	_hyponym	12679201
12566627	_hypernym	15098161
15204983	_part_of	15205532
12712820	_hypernym	11585340
11556187	_hyponym	12422751
12081488	_hypernym	11556857
15166742	_hypernym	15166462
11579418	_hyponym	11988774
11561228	_hyponym	12429942
12485981	_hypernym	13100677
13628056	_has_part	13627516
15224486	_hyponym	15224692
11777080	_hypernym	13112664
11689483	_hyponym	11689678
14892655	_hyponym	14893652
14480420	_hypernym	14479615
11566682	_hyponym	12348774
14625458	_hyponym	14645346
10512708	_hypernym	10677271
10372373	_hyponym	10013927
12689808	_hypernym	11744859
12274630	_hypernym	12268246
13398241	_hyponym	13398469
11566682	_hyponym	12784543
13860793	_hyponym	13864153
10162194	_hypernym	00007846
14175165	_hyponym	14175313
10345804	_hyponym	09793352
15235126	_part_of	15234764
10618685	_hypernym	10740868
13601596	_hypernym	13583724
12122245	_hypernym	12131550
