A22	friendOf	A45
A11	friendOf	A80
A19	friendOf	A45
A6	friendOf	A114
A40	friendOf	A126
A13	friendOf	A88
A104	friendOf	A93
A46	friendOf	A12
A19	friendOf	A109
A70	friendOf	A52
A26	friendOf	A3
A105	friendOf	A22
A27	friendOf	A86
A88	friendOf	A113
A46	friendOf	A59
A70	friendOf	A74
A123	friendOf	A95
A122	friendOf	A23
A98	friendOf	A108
A96	friendOf	A101
A123	friendOf	A64
A75	friendOf	A63
A75	friendOf	A79
A44	friendOf	A96
A14	friendOf	A10
A79	friendOf	A111
A120	friendOf	A52
A107	friendOf	A9
A110	friendOf	A98
A54	friendOf	A88
A1	friendOf	A115
A21	friendOf	A105
A65	friendOf	A15
A38	friendOf	A20
A54	friendOf	A123
A77	friendOf	A46
A10	friendOf	A42
A57	friendOf	A44
A79	friendOf	A103
A17	friendOf	A30
A104	friendOf	A116
A63	friendOf	A21
A31	friendOf	A122
A20	friendOf	A17
A59	friendOf	A112
A53	friendOf	A66
A14	friendOf	A49
A99	friendOf	A72
A23	friendOf	A54
A48	friendOf	A109
A124	friendOf	A11
A126	friendOf	A27
A35	friendOf	A45
A29	friendOf	A28
A58	friendOf	A51
A124	friendOf	A85
A32	friendOf	A63
A75	friendOf	A119
A27	friendOf	A114
A13	friendOf	A18
A53	friendOf	A105
A1	friendOf	A99
A46	friendOf	A124
A53	friendOf	A67
A107	friendOf	A119
A14	friendOf	A56
A42	friendOf	A2
A103	friendOf	A63
A28	friendOf	A3
A45	friendOf	A97
A87	friendOf	A49
A90	friendOf	A17
A96	friendOf	A43
A15	friendOf	A66
A53	friendOf	A65
A111	friendOf	A116
A76	friendOf	A126
A66	friendOf	A72
A82	friendOf	A50
A90	friendOf	A92
A125	friendOf	A25
A27	friendOf	A120
A19	friendOf	A19
A114	friendOf	A73
A82	friendOf	A118
A90	friendOf	A7
A55	friendOf	A59
A88	friendOf	A19
A38	friendOf	A5
A76	friendOf	A72
A96	friendOf	A64
A15	friendOf	A73
A6	friendOf	A104
A103	friendOf	A58
A102	friendOf	A15
A42	friendOf	A0
A52	friendOf	A110
A1	friendOf	A47
A2	friendOf	A32
A33	friendOf	A102
A112	friendOf	A96
A110	friendOf	A95
A115	friendOf	A118
A75	friendOf	A111
A42	friendOf	A74
A19	friendOf	A97
A27	friendOf	A98
A88	friendOf	A2
A5	friendOf	A27
A111	friendOf	A111
A23	friendOf	A65
A47	friendOf	A44
A76	friendOf	A93
A126	friendOf	A118
A95	friendOf	A15
A114	friendOf	A5
A85	friendOf	A97
A58	friendOf	A21
A100	friendOf	A1
A104	friendOf	A48
A13	friendOf	A107
A49	friendOf	A76
A112	friendOf	A113
