B0 B0
B0 B1
B0 B2
B0 B3
B0 B4
B0 B5
B0 B6
B0 B7
B0 B8
B0 B9
B0 B10
B0 B11
B0 B12
B0 B13
B0 B14
B0 B15
B0 B16
B0 B17
B0 B18
B0 B19
B0 B20
B0 B21
B0 B22
B0 B23
B0 B24
B0 B25
B0 B26
B0 B27
B0 B28
B0 B29
B0 B30
B0 B31
B0 B32
B0 B33
B0 B34
B0 B35
B0 B36
B0 B37
B0 B38
B0 B39
B0 B40
B0 B41
B0 B42
B0 B43
B0 B44
B0 B45
B0 B46
B0 B47
B0 B48
B0 B49
B0 B50
B0 B51
B0 B52
B0 B53
B0 B54
B0 B55
B0 B56
B0 B57
B0 B58
B0 B59
B0 B60
B0 B61
B0 B62
B0 B63
B0 B64
B0 B65
B0 B66
B0 B67
B0 B68
B0 B69
B0 B70
B0 B71
B0 B72
B0 B73
B0 B74
B0 B75
B0 B76
B0 B77
B0 B78
B0 B79
B0 B80
B0 B81
B0 B82
B0 B83
B0 B84
B0 B85
B0 B86
B0 B87
B0 B88
B0 B89
B0 B90
B0 B91
B0 B92
B0 B93
B0 B94
B0 B95
B0 B96
B0 B97
B0 B98
B0 B99
B0 B100
B0 B101
B0 B102
B0 B103
B0 B104
B0 B105
B0 B106
B0 B107
B0 B108
B0 B109
B0 B110
B0 B111
B0 B112
B0 B113
B0 B114
B0 B115
B0 B116
B0 B117
B0 B118
B0 B119
B0 B120
B0 B121
B0 B122
B0 B123
B0 B124
B0 B125
B0 B126
B0 B127
B1 B0
B1 B1
B1 B2
B1 B3
B1 B4
B1 B5
B1 B6
B1 B7
B1 B8
B1 B9
B1 B10
B1 B11
B1 B12
B1 B13
B1 B14
B1 B15
B1 B16
B1 B17
B1 B18
B1 B19
B1 B20
B1 B21
B1 B22
B1 B23
B1 B24
B1 B25
B1 B26
B1 B27
B1 B28
B1 B29
B1 B30
B1 B31
B1 B32
B1 B33
B1 B34
B1 B35
B1 B36
B1 B37
B1 B38
B1 B39
B1 B40
B1 B41
B1 B42
B1 B43
B1 B44
B1 B45
B1 B46
B1 B47
B1 B48
B1 B49
B1 B50
B1 B51
B1 B52
B1 B53
B1 B54
B1 B55
B1 B56
B1 B57
B1 B58
B1 B59
B1 B60
B1 B61
B1 B62
B1 B63
B1 B64
B1 B65
B1 B66
B1 B67
B1 B68
B1 B69
B1 B70
B1 B71
B1 B72
B1 B73
B1 B74
B1 B75
B1 B76
B1 B77
B1 B78
B1 B79
B1 B80
B1 B81
B1 B82
B1 B83
B1 B84
B1 B85
B1 B86
B1 B87
B1 B88
B1 B89
B1 B90
B1 B91
B1 B92
B1 B93
B1 B94
B1 B95
B1 B96
B1 B97
B1 B98
B1 B99
B1 B100
B1 B101
B1 B102
B1 B103
B1 B104
B1 B105
B1 B106
B1 B107
B1 B108
B1 B109
B1 B110
B1 B111
B1 B112
B1 B113
B1 B114
B1 B115
B1 B116
B1 B117
B1 B118
B1 B119
B1 B120
B1 B121
B1 B122
B1 B123
B1 B124
B1 B125
B1 B126
B1 B127
B2 B0
B2 B1
B2 B2
B2 B3
B2 B4
B2 B5
B2 B6
B2 B7
B2 B8
B2 B9
B2 B10
B2 B11
B2 B12
B2 B13
B2 B14
B2 B15
B2 B16
B2 B17
B2 B18
B2 B19
B2 B20
B2 B21
B2 B22
B2 B23
B2 B24
B2 B25
B2 B26
B2 B27
B2 B28
B2 B29
B2 B30
B2 B31
