anatomical_abnormality	part_of	reptile
clinical_drug	causes	congenital_abnormality
cell	location_of	genetic_function
enzyme	complicates	mental_or_behavioral_dysfunction
embryonic_structure	issue_in	occupation_or_discipline
mental_or_behavioral_dysfunction	associated_with	cell_or_molecular_dysfunction
chemical_viewed_functionally	interacts_with	vitamin
body_substance	consists_of	organophosphorus_compound
carbohydrate_sequence	isa	conceptual_entity
receptor	isa	entity
chemical_viewed_structurally	interacts_with	organic_chemical
anatomical_structure	part_of	organism
vitamin	interacts_with	indicator_reagent_or_diagnostic_aid
environmental_effect_of_humans	result_of	neoplastic_process
hormone	complicates	molecular_function
occupational_activity	isa	activity
cell_or_molecular_dysfunction	result_of	cell_function
chemical_viewed_structurally	interacts_with	enzyme
hormone	complicates	neoplastic_process
tissue	part_of	fungus
acquired_abnormality	part_of	reptile
fully_formed_anatomical_structure	part_of	bacterium
pathologic_function	manifestation_of	cell_or_molecular_dysfunction
diagnostic_procedure	measures	natural_phenomenon_or_process
sign_or_symptom	evaluation_of	organism_function
laboratory_procedure	assesses_effect_of	natural_phenomenon_or_process
cell_component	location_of	disease_or_syndrome
laboratory_or_test_result	result_of	laboratory_procedure
biologic_function	affects	molecular_function
pharmacologic_substance	causes	mental_or_behavioral_dysfunction
geographic_area	result_of	mental_process
biologic_function	produces	hormone
body_part_organ_or_organ_component	isa	anatomical_structure
genetic_function	result_of	neoplastic_process
mammal	isa	animal
health_care_activity	associated_with	acquired_abnormality
body_part_organ_or_organ_component	location_of	congenital_abnormality
neoplastic_process	result_of	congenital_abnormality
inorganic_chemical	causes	mental_or_behavioral_dysfunction
laboratory_procedure	issue_in	biomedical_occupation_or_discipline
neuroreactive_substance_or_biogenic_amine	disrupts	cell
sign_or_symptom	evaluation_of	cell_function
organophosphorus_compound	interacts_with	biomedical_or_dental_material
genetic_function	result_of	experimental_model_of_disease
amino_acid_peptide_or_protein	isa	chemical
hazardous_or_poisonous_substance	complicates	cell_function
chemical_viewed_structurally	causes	cell_or_molecular_dysfunction
anatomical_abnormality	affects	genetic_function
cell	location_of	disease_or_syndrome
gene_or_genome	part_of	bacterium
professional_or_occupational_group	produces	clinical_drug
experimental_model_of_disease	process_of	cell_or_molecular_dysfunction
cell	part_of	rickettsia_or_chlamydia
human	isa	organism
group	performs	daily_or_recreational_activity
organism_function	process_of	rickettsia_or_chlamydia
laboratory_or_test_result	manifestation_of	biologic_function
pathologic_function	process_of	organism
eicosanoid	causes	acquired_abnormality
lipid	interacts_with	immunologic_factor
organ_or_tissue_function	process_of	fungus
pharmacologic_substance	affects	mental_or_behavioral_dysfunction
fully_formed_anatomical_structure	location_of	biologic_function
amino_acid_peptide_or_protein	interacts_with	carbohydrate
molecular_biology_research_technique	measures	biologic_function
body_space_or_junction	contains	tissue
cell_or_molecular_dysfunction	manifestation_of	experimental_model_of_disease
environmental_effect_of_humans	result_of	anatomical_abnormality
family_group	isa	entity
biologic_function	result_of	organism_function
family_group	performs	molecular_biology_research_technique
cell_or_molecular_dysfunction	occurs_in	professional_or_occupational_group
natural_phenomenon_or_process	process_of	organ_or_tissue_function
acquired_abnormality	occurs_in	group
laboratory_or_test_result	manifestation_of	mental_process
molecular_function	result_of	anatomical_abnormality
body_part_organ_or_organ_component	location_of	acquired_abnormality
organic_chemical	causes	experimental_model_of_disease
neoplastic_process	result_of	injury_or_poisoning
organ_or_tissue_function	produces	neuroreactive_substance_or_biogenic_amine
hormone	interacts_with	chemical
neuroreactive_substance_or_biogenic_amine	isa	substance
population_group	produces	research_device
molecular_function	result_of	neoplastic_process
carbohydrate	affects	experimental_model_of_disease
family_group	interacts_with	age_group
mental_or_behavioral_dysfunction	process_of	neoplastic_process
hormone	disrupts	molecular_function
antibiotic	affects	disease_or_syndrome
cell_or_molecular_dysfunction	result_of	organ_or_tissue_function
steroid	isa	lipid
embryonic_structure	contains	body_substance
physiologic_function	affects	organism
organism_attribute	degree_of	clinical_attribute
clinical_attribute	property_of	bird
fully_formed_anatomical_structure	produces	hormone
organ_or_tissue_function	result_of	anatomical_abnormality
organ_or_tissue_function	process_of	alga
organ_or_tissue_function	precedes	mental_process
cell_function	result_of	biologic_function
diagnostic_procedure	uses	antibiotic
age_group	produces	classification
mental_process	result_of	natural_phenomenon_or_process
diagnostic_procedure	diagnoses	mental_or_behavioral_dysfunction
experimental_model_of_disease	process_of	reptile
chemical_viewed_structurally	interacts_with	inorganic_chemical
alga	interacts_with	invertebrate
health_care_activity	isa	event
mental_or_behavioral_dysfunction	result_of	social_behavior
therapeutic_or_preventive_procedure	uses	antibiotic
clinical_attribute	property_of	animal
disease_or_syndrome	complicates	neoplastic_process
organism_function	affects	genetic_function
disease_or_syndrome	affects	fungus
acquired_abnormality	result_of	disease_or_syndrome
lipid	interacts_with	chemical
body_part_organ_or_organ_component	produces	lipid
experimental_model_of_disease	result_of	phenomenon_or_process
organ_or_tissue_function	result_of	cell_function
nucleic_acid_nucleoside_or_nucleotide	affects	physiologic_function
self_help_or_relief_organization	location_of	therapeutic_or_preventive_procedure
cell_function	process_of	neoplastic_process
eicosanoid	interacts_with	chemical
professional_or_occupational_group	uses	medical_device
fully_formed_anatomical_structure	produces	amino_acid_peptide_or_protein
mental_or_behavioral_dysfunction	manifestation_of	neoplastic_process
molecular_function	process_of	biologic_function
chemical_viewed_structurally	interacts_with	indicator_reagent_or_diagnostic_aid
neuroreactive_substance_or_biogenic_amine	affects	physiologic_function
finding	manifestation_of	anatomical_abnormality
mental_or_behavioral_dysfunction	process_of	genetic_function
clinical_attribute	result_of	mental_or_behavioral_dysfunction
cell_component	location_of	bacterium
population_group	performs	activity
genetic_function	produces	biologically_active_substance
sign_or_symptom	manifestation_of	disease_or_syndrome
genetic_function	affects	cell_function
organ_or_tissue_function	isa	biologic_function
hormone	interacts_with	indicator_reagent_or_diagnostic_aid
clinical_attribute	isa	entity
body_part_organ_or_organ_component	interconnects	body_space_or_junction
biologic_function	process_of	pathologic_function
physiologic_function	isa	phenomenon_or_process
amphibian	interacts_with	organism
disease_or_syndrome	manifestation_of	experimental_model_of_disease
finding	evaluation_of	experimental_model_of_disease
receptor	isa	physical_object
organ_or_tissue_function	result_of	neoplastic_process
cell_component	affects	organism_function
rickettsia_or_chlamydia	interacts_with	archaeon
antibiotic	affects	mental_or_behavioral_dysfunction
neoplastic_process	occurs_in	family_group
educational_activity	associated_with	neoplastic_process
