biologic_function	[XXX]:affects:[YYY]	mental_process	1
carbohydrate	[XXX]:causes:[YYY]	disease_or_syndrome	1
element_ion_or_isotope	[XXX]:is:a:[YYY]	substance	1
mental_or_behavioral_dysfunction	[XXX]:produces:[YYY]	tissue	1
organism_function	[XXX]:is:a:process:of:[YYY]	fish	1
cell_function	[XXX]:is:a:process:of:[YYY]	organ_or_tissue_function	1
fully_formed_anatomical_structure	[XXX]:is:the:location:of:[YYY]	genetic_function	1
inorganic_chemical	[XXX]:is:a:cause:of:[YYY]	injury_or_poisoning	1
diagnostic_procedure	[XXX]:is:used:for:analyzing:[YYY]	receptor	1
daily_or_recreational_activity	[XXX]:is:associated:with:[YYY]	anatomical_abnormality	1
tissue	[XXX]:is:the:location:of:[YYY]	genetic_function	1
acquired_abnormality	[XXX]:is:the:location:of:[YYY]	pathologic_function	1
pharmacologic_substance	[XXX]:disrupts:[YYY]	genetic_function	1
quantitative_concept	[XXX]:is:a:measurement:of:[YYY]	nucleotide_sequence	1
injury_or_poisoning	[XXX]:complicates:[YYY]	congenital_abnormality	1
mental_or_behavioral_dysfunction	[XXX]:is:a:process:of:[YYY]	disease_or_syndrome	1
disease_or_syndrome	[XXX]:complicates:[YYY]	experimental_model_of_disease	1
diagnostic_procedure	[XXX]:affects:[YYY]	disease_or_syndrome	1
fungus	[XXX]:interacts:with:[YYY]	archaeon	1
cell_function	[XXX]:is:a:process:of:[YYY]	genetic_function	1
experimental_model_of_disease	[XXX]:precedes:[YYY]	pathologic_function	1
immunologic_factor	[XXX]:complicates:[YYY]	biologic_function	1
natural_phenomenon_or_process	[XXX]:is:a:problem:in:[YYY]	occupation_or_discipline	1
sign_or_symptom	[XXX]:is:an:evaluation:of:[YYY]	neoplastic_process	1
mental_or_behavioral_dysfunction	[XXX]:is:an:outcome:of:[YYY]	disease_or_syndrome	1
group	[XXX]:shows:[YYY]	social_behavior	1
cell_function	[XXX]:is:an:outcome:of:[YYY]	natural_phenomenon_or_process	1
laboratory_or_test_result	[XXX]:is:a:measurement:of:[YYY]	genetic_function	1
plant	[XXX]:interacts:with:[YYY]	bird	1
diagnostic_procedure	[XXX]:assesses:the:effect:of:[YYY]	biomedical_or_dental_material	1
vitamin	[XXX]:is:a:problem:in:[YYY]	occupation_or_discipline	1
congenital_abnormality	[XXX]:affects:[YYY]	rickettsia_or_chlamydia	1
chemical	[XXX]:is:a:cause:of:[YYY]	cell_or_molecular_dysfunction	1
human_caused_phenomenon_or_process	[XXX]:is:an:outcome:of:[YYY]	organism_function	1
laboratory_or_test_result	[XXX]:indicates:[YYY]	cell_function	1
chemical_viewed_structurally	[XXX]:causes:[YYY]	disease_or_syndrome	1
mental_process	[XXX]:affects:[YYY]	plant	1
injury_or_poisoning	[XXX]:is:an:outcome:of:[YYY]	neoplastic_process	1
rickettsia_or_chlamydia	[XXX]:is:the:location:of:[YYY]	enzyme	1
vitamin	[XXX]:interacts:with:[YYY]	hazardous_or_poisonous_substance	1
mental_or_behavioral_dysfunction	[XXX]:precedes:[YYY]	experimental_model_of_disease	1
cell_or_molecular_dysfunction	[XXX]:is:a:manifestation:of:[YYY]	genetic_function	1
enzyme	[XXX]:affects:[YYY]	pathologic_function	1
pathologic_function	[XXX]:affects:[YYY]	fish	1
phenomenon_or_process	[XXX]:is:a:result:of:[YYY]	experimental_model_of_disease	1
neoplastic_process	[XXX]:is:a:result:of:[YYY]	biologic_function	1
population_group	[XXX]:is:associated:with:[YYY]	experimental_model_of_disease	1
governmental_or_regulatory_activity	[XXX]:is:associated:with:[YYY]	acquired_abnormality	1
professional_or_occupational_group	[XXX]:produces:[YYY]	drug_delivery_device	1
regulation_or_law	[XXX]:is:a:[YYY]	intellectual_product	1
substance	[XXX]:is:an:ingredient:of:[YYY]	clinical_drug	1
steroid	[XXX]:is:a:[YYY]	physical_object	1
body_location_or_region	[XXX]:is:adjacent:to:[YYY]	body_part_organ_or_organ_component	1
drug_delivery_device	[XXX]:is:a:[YYY]	medical_device	1
disease_or_syndrome	[XXX]:is:a:result:of:[YYY]	health_care_activity	1
neuroreactive_substance_or_biogenic_amine	[XXX]:is:associated:with:[YYY]	virus	1
anatomical_abnormality	[XXX]:complicates:[YYY]	acquired_abnormality	1
professional_or_occupational_group	[XXX]:performs:[YYY]	activity	1
body_location_or_region	[XXX]:is:the:location:of:[YYY]	experimental_model_of_disease	1
acquired_abnormality	[XXX]:affects:[YYY]	bird	1
enzyme	[XXX]:disrupts:[YYY]	molecular_function	1
physiologic_function	[XXX]:affects:[YYY]	amphibian	1
organism_function	[XXX]:affects:[YYY]	cell_or_molecular_dysfunction	1
inorganic_chemical	[XXX]:affects:[YYY]	disease_or_syndrome	1
injury_or_poisoning	[XXX]:is:a:problem:in:[YYY]	biomedical_occupation_or_discipline	1
neoplastic_process	[XXX]:is:a:process:of:[YYY]	organ_or_tissue_function	1
mental_or_behavioral_dysfunction	[XXX]:complicates:[YYY]	cell_or_molecular_dysfunction	1
pathologic_function	[XXX]:is:a:process:of:[YYY]	animal	1
biologic_function	[XXX]:is:a:process:of:[YYY]	rickettsia_or_chlamydia	1
biologic_function	[XXX]:affects:[YYY]	reptile	1
cell_or_molecular_dysfunction	[XXX]:affects:[YYY]	disease_or_syndrome	1
cell	[XXX]:produces:[YYY]	eicosanoid	1
organization	[XXX]:is:the:location:of:[YYY]	diagnostic_procedure	1
cell_or_molecular_dysfunction	[XXX]:is:a:manifestation:of:[YYY]	pathologic_function	1
health_care_activity	[XXX]:is:associated:with:[YYY]	neoplastic_process	1
phenomenon_or_process	[XXX]:is:a:result:of:[YYY]	cell_function	1
genetic_function	[XXX]:is:a:process:of:[YYY]	invertebrate	1
receptor	[XXX]:complicates:[YYY]	organ_or_tissue_function	1
therapeutic_or_preventive_procedure	[XXX]:affects:[YYY]	physiologic_function	1
molecular_biology_research_technique	[XXX]:is:used:for:measuring:[YYY]	hormone	1
immunologic_factor	[XXX]:is:an:indicator:of:[YYY]	experimental_model_of_disease	1
diagnostic_procedure	[XXX]:measures:[YYY]	mental_process	1
amino_acid_peptide_or_protein	[XXX]:causes:[YYY]	injury_or_poisoning	1
congenital_abnormality	[XXX]:is:the:location:of:[YYY]	experimental_model_of_disease	1
biomedical_or_dental_material	[XXX]:is:a:[YYY]	chemical_viewed_functionally	1
organic_chemical	[XXX]:is:a:[YYY]	physical_object	1
diagnostic_procedure	[XXX]:is:used:for:measuring:[YYY]	cell_or_molecular_dysfunction	1
neuroreactive_substance_or_biogenic_amine	[XXX]:affects:[YYY]	biologic_function	1
neuroreactive_substance_or_biogenic_amine	[XXX]:complicates:[YYY]	organ_or_tissue_function	1
neuroreactive_substance_or_biogenic_amine	[XXX]:is:a:cause:of:[YYY]	disease_or_syndrome	1
quantitative_concept	[XXX]:is:a:[YYY]	entity	1
biomedical_or_dental_material	[XXX]:affects:[YYY]	molecular_function	1
vitamin	[XXX]:affects:[YYY]	experimental_model_of_disease	1
finding	[XXX]:is:associated:with:[YYY]	mental_or_behavioral_dysfunction	1
laboratory_procedure	[XXX]:affects:[YYY]	cell_function	1
gene_or_genome	[XXX]:is:a:component:of:[YYY]	organism	1
chemical_viewed_structurally	[XXX]:is:a:[YYY]	entity	1
acquired_abnormality	[XXX]:is:a:component:of:[YYY]	mammal	1
mental_or_behavioral_dysfunction	[XXX]:is:a:result:of:[YYY]	cell_function	1
bacterium	[XXX]:interacts:with:[YYY]	organism	1
biologic_function	[XXX]:affects:[YYY]	organism	1
body_part_organ_or_organ_component	[XXX]:is:next:to:[YYY]	body_space_or_junction	1
bacterium	[XXX]:interacts:with:[YYY]	reptile	1
population_group	[XXX]:performs:[YYY]	behavior	1
injury_or_poisoning	[XXX]:occurs:in:[YYY]	family_group	1
cell_or_molecular_dysfunction	[XXX]:is:a:result:of:[YYY]	phenomenon_or_process	1
nucleic_acid_nucleoside_or_nucleotide	[XXX]:interacts:with:[YYY]	inorganic_chemical	1
professional_society	[XXX]:carries:out:[YYY]	occupational_activity	1
acquired_abnormality	[XXX]:is:a:component:of:[YYY]	animal	1
anatomical_abnormality	[XXX]:occurs:in:[YYY]	age_group	1
cell_or_molecular_dysfunction	[XXX]:produces:[YYY]	immunologic_factor	1
governmental_or_regulatory_activity	[XXX]:is:a:method:of:[YYY]	occupation_or_discipline	1
molecular_sequence	[XXX]:is:a:[YYY]	conceptual_entity	1
tissue	[XXX]:is:the:location:of:[YYY]	therapeutic_or_preventive_procedure	1
mental_or_behavioral_dysfunction	[XXX]:is:a:result:of:[YYY]	diagnostic_procedure	1
body_space_or_junction	[XXX]:is:the:location:of:[YYY]	body_substance	1
cell_function	[XXX]:is:a:process:of:[YYY]	disease_or_syndrome	1
